country,year,report_fixable,report_category,report_tried,report_conclusion,report_source_files,current_gap_report_has_gap,current_gap_report_actions,current_gap_report_canonicals,current_gap_report_row_count,review_table_issue_labels,review_table_actions,review_table_diagnosis,review_table_row_count,suggested_status,review_basis
Latvia,2004,Potentially,Extraction gaps in long time series,"Latvia has 13 gaps (1994, 2002, 2004-2005, 2007-2008, 2010-2014, 2016-2017). 38 files in corpus. LZP (Latvian Council of Science) key R&D agency. Gap years appear not to have been attempted.",POTENTIALLY FIXABLE — Source docs likely available.,likumi_lv_81599_22.12.2004__lv.pdf | likumi_lv_81599_22.12.2004__lv.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Latvia,2005,Potentially,Extraction gaps in long time series,"Latvia has 13 gaps (1994, 2002, 2004-2005, 2007-2008, 2010-2014, 2016-2017). 38 files in corpus. LZP (Latvian Council of Science) key R&D agency. Gap years appear not to have been attempted.",POTENTIALLY FIXABLE — Source docs likely available.,likumi_lv_98465_17.09.2005__lv.pdf | likumi_lv_98465_17.09.2005__lv.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Latvia,2007,Potentially,Extraction gaps in long time series,"Latvia has 13 gaps (1994, 2002, 2004-2005, 2007-2008, 2010-2014, 2016-2017). 38 files in corpus. LZP (Latvian Council of Science) key R&D agency. Gap years appear not to have been attempted.",POTENTIALLY FIXABLE — Source docs likely available.,likumi_lv_150652_12.10.2007__lv.pdf | likumi_lv_150652_12.10.2007__lv.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Latvia,2008,Potentially,Extraction gaps in long time series,"Latvia has 13 gaps (1994, 2002, 2004-2005, 2007-2008, 2010-2014, 2016-2017). 38 files in corpus. LZP (Latvian Council of Science) key R&D agency. Gap years appear not to have been attempted.",POTENTIALLY FIXABLE — Source docs likely available.,likumi_lv_167035_31.07.2008__lv.pdf | likumi_lv_167035_31.07.2008__lv.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Latvia,2010,Potentially,Extraction gaps in long time series,"Latvia has 13 gaps (1994, 2002, 2004-2005, 2007-2008, 2010-2014, 2016-2017). 38 files in corpus. LZP (Latvian Council of Science) key R&D agency. Gap years appear not to have been attempted.",POTENTIALLY FIXABLE — Source docs likely available.,likumi_lv_202345_01.01.2010__lv.pdf | likumi_lv_202345_01.01.2010__lv.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Latvia,2011,Potentially,Extraction gaps in long time series,"Latvia has 13 gaps (1994, 2002, 2004-2005, 2007-2008, 2010-2014, 2016-2017). 38 files in corpus. LZP (Latvian Council of Science) key R&D agency. Gap years appear not to have been attempted.",POTENTIALLY FIXABLE — Source docs likely available.,likumi_lv_223570_30.04.2011__lv.pdf | likumi_lv_223570_30.04.2011__lv.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Latvia,2012,Potentially,Extraction gaps in long time series,"Latvia has 13 gaps (1994, 2002, 2004-2005, 2007-2008, 2010-2014, 2016-2017). 38 files in corpus. LZP (Latvian Council of Science) key R&D agency. Gap years appear not to have been attempted.",POTENTIALLY FIXABLE — Source docs likely available.,likumi_lv_242017_05.10.2012__lv.pdf | likumi_lv_242017_05.10.2012__lv.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Latvia,2013,Potentially,Extraction gaps in long time series,"Latvia has 13 gaps (1994, 2002, 2004-2005, 2007-2008, 2010-2014, 2016-2017). 38 files in corpus. LZP (Latvian Council of Science) key R&D agency. Gap years appear not to have been attempted.",POTENTIALLY FIXABLE — Source docs likely available.,likumi_lv_253192_01.01.2013__lv.pdf | likumi_lv_253192_01.01.2013__lv.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Latvia,2014,Potentially,Extraction gaps in long time series,"Latvia has 13 gaps (1994, 2002, 2004-2005, 2007-2008, 2010-2014, 2016-2017). 38 files in corpus. LZP (Latvian Council of Science) key R&D agency. Gap years appear not to have been attempted.",POTENTIALLY FIXABLE — Source docs likely available.,likumi_lv_262269_01.01.2014__lv.pdf | likumi_lv_262269_01.01.2014__lv.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Latvia,2016,Potentially,Extraction gaps in long time series,"Latvia has 13 gaps (1994, 2002, 2004-2005, 2007-2008, 2010-2014, 2016-2017). 38 files in corpus. LZP (Latvian Council of Science) key R&D agency. Gap years appear not to have been attempted.",POTENTIALLY FIXABLE — Source docs likely available.,likumi_lv_278623_01.01.2016__lv.pdf | likumi_lv_278623_01.01.2016__lv.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Latvia,2017,Potentially,Extraction gaps in long time series,"Latvia has 13 gaps (1994, 2002, 2004-2005, 2007-2008, 2010-2014, 2016-2017). 38 files in corpus. LZP (Latvian Council of Science) key R&D agency. Gap years appear not to have been attempted.",POTENTIALLY FIXABLE — Source docs likely available.,likumi_lv_287244_01.01.2017__lv.pdf | likumi_lv_287244_01.01.2017__lv.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Lithuania,1995,Potentially,Extraction gaps,Lithuania has 2 gaps. 35 files in corpus. LMT (Research Council of Lithuania) key agency.,POTENTIALLY FIXABLE.,1995 TAIS_25247.docx | 1995 TAIS_25247.docx,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Lithuania,2000,Potentially,Extraction gaps,Lithuania has 2 gaps. 35 files in corpus. LMT (Research Council of Lithuania) key agency.,POTENTIALLY FIXABLE.,2000 TAR.689A5959367D.docx | 2000 TAR.689A5959367D.docx,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Mexico,2004,Potentially,Extraction gaps,Mexico has 5 gaps. 68 files in corpus. CONACYT (now CONAHCYT) key R&D agency. Source docs likely exist.,POTENTIALLY FIXABLE — Source docs likely available.,2004 31122003-MAT.pdf | 2004_PEF.pdf | 2004 31122003-MAT.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Mexico,2005,Potentially,Extraction gaps,Mexico has 5 gaps. 68 files in corpus. CONACYT (now CONAHCYT) key R&D agency. Source docs likely exist.,POTENTIALLY FIXABLE — Source docs likely available.,2005 20122004-VES.pdf | 2005 20122004-MAT.pdf | 2005 20122004-VES.pdf | 2005 20122004-MAT.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Mexico,2019,Potentially,Extraction gaps,Mexico has 5 gaps. 68 files in corpus. CONACYT (now CONAHCYT) key R&D agency. Source docs likely exist.,POTENTIALLY FIXABLE — Source docs likely available.,2019 28122018-MAT.pdf | 2019_PEF.pdf | 2019 28122018-MAT.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Mexico,2022,Potentially,Extraction gaps,Mexico has 5 gaps. 68 files in corpus. CONACYT (now CONAHCYT) key R&D agency. Source docs likely exist.,POTENTIALLY FIXABLE — Source docs likely available.,2022 29112021-MAT.pdf | 2022_PEF.pdf | 2022 29112021-MAT.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Mexico,2023,Potentially,Extraction gaps,Mexico has 5 gaps. 68 files in corpus. CONACYT (now CONAHCYT) key R&D agency. Source docs likely exist.,POTENTIALLY FIXABLE — Source docs likely available.,2023 28112022-MAT.pdf | 2023 28112022-MAT.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Netherlands,1996,Potentially,Source doc available — single gap,Netherlands has 1 gap (1996). 170 files in corpus. NWO (Dutch Research Council) and STW key agencies. Source doc likely in corpus.,POTENTIALLY FIXABLE — Source doc likely available.,1996 budget memorandum.pdf | 1996 budget memorandum.pdf,Yes,reextract,Deltares (water and subsurface research) | ECN (Energy Research Centre Netherlands) | EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO) | KNAW (Royal Netherlands Academy) | KNMI (Royal Netherlands Meteorological Institute) | NLR (National Aerospace Laboratory) | NWO (Dutch Research Council) | OCW Art. 07 Wetenschappelijk onderwijs (universities),14,,,,0,No,"Netherlands 1996 review table says the file runs with rows but only exposes aggregate OCW Art. 16 evidence, not a defendable NWO/KNAW split; the quality note flags this as a comparability/document-structure issue."
New Zealand,1977,Potentially,Historic gaps and extraction coverage gaps,"New Zealand has 9 gaps. 52 files in corpus. FRST (Foundation for Research, Science and Technology) and MoRST key agencies. Source docs likely in corpus for covered period.",POTENTIALLY FIXABLE — Source docs likely available. NZ budget structure clearly identifies science funding agencies.,1977 aa19771977n100203.pdf | 1977 aa19771977n100203.pdf,Yes,reextract,DSIR (New Zealand),1,,,,0,No,"New Zealand audit marks 1977 DSIR as a locked conservative gap: original evidence was absent, ambiguous, or not clean enough to defend."
New Zealand,1984,Potentially,Historic gaps and extraction coverage gaps,"New Zealand has 9 gaps. 52 files in corpus. FRST (Foundation for Research, Science and Technology) and MoRST key agencies. Source docs likely in corpus for covered period.",POTENTIALLY FIXABLE — Source docs likely available. NZ budget structure clearly identifies science funding agencies.,1984 ab1984381186.pdf | 1984 ab1984381186.pdf,Yes,reextract,DSIR (New Zealand),1,,,,0,No,"New Zealand audit marks 1984 DSIR as a locked conservative gap: original evidence was absent, ambiguous, or not clean enough to defend."
New Zealand,1988,Potentially,Historic gaps and extraction coverage gaps,"New Zealand has 9 gaps. 52 files in corpus. FRST (Foundation for Research, Science and Technology) and MoRST key agencies. Source docs likely in corpus for covered period.",POTENTIALLY FIXABLE — Source docs likely available. NZ budget structure clearly identifies science funding agencies.,,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
New Zealand,1991,Potentially,Historic gaps and extraction coverage gaps,"New Zealand has 9 gaps. 52 files in corpus. FRST (Foundation for Research, Science and Technology) and MoRST key agencies. Source docs likely in corpus for covered period.",POTENTIALLY FIXABLE — Source docs likely available. NZ budget structure clearly identifies science funding agencies.,1991_Appropriation Estimates Act.pdf | 1991_Appropriation Estimates Act.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
New Zealand,1992,Potentially,Historic gaps and extraction coverage gaps,"New Zealand has 9 gaps. 52 files in corpus. FRST (Foundation for Research, Science and Technology) and MoRST key agencies. Source docs likely in corpus for covered period.",POTENTIALLY FIXABLE — Source docs likely available. NZ budget structure clearly identifies science funding agencies.,1992_Appropriation Estimates Act.pdf | 1992_Appropriation Estimates Act.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
New Zealand,1993,Potentially,Historic gaps and extraction coverage gaps,"New Zealand has 9 gaps. 52 files in corpus. FRST (Foundation for Research, Science and Technology) and MoRST key agencies. Source docs likely in corpus for covered period.",POTENTIALLY FIXABLE — Source docs likely available. NZ budget structure clearly identifies science funding agencies.,1993_Appropriation Estimates Act.pdf | 1993_Appropriation Estimates Act.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
New Zealand,1994,Potentially,Historic gaps and extraction coverage gaps,"New Zealand has 9 gaps. 52 files in corpus. FRST (Foundation for Research, Science and Technology) and MoRST key agencies. Source docs likely in corpus for covered period.",POTENTIALLY FIXABLE — Source docs likely available. NZ budget structure clearly identifies science funding agencies.,1994_Appropriation Estimates Act.pdf | 1994_Appropriation Estimates Act.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
New Zealand,1995,Potentially,Historic gaps and extraction coverage gaps,"New Zealand has 9 gaps. 52 files in corpus. FRST (Foundation for Research, Science and Technology) and MoRST key agencies. Source docs likely in corpus for covered period.",POTENTIALLY FIXABLE — Source docs likely available. NZ budget structure clearly identifies science funding agencies.,1995_Appropriation Estimates Act.pdf | 1995_Appropriation Estimates Act.pdf,Yes,reextract,"Research, Science and Technology Vote (New Zealand)",1,,,,0,No,"New Zealand audit marks 1995 Research, Science and Technology Vote as a locked conservative gap."
New Zealand,2004,Potentially,Historic gaps and extraction coverage gaps,"New Zealand has 9 gaps. 52 files in corpus. FRST (Foundation for Research, Science and Technology) and MoRST key agencies. Source docs likely in corpus for covered period.",POTENTIALLY FIXABLE — Source docs likely available. NZ budget structure clearly identifies science funding agencies.,2004_Appropriation Estimates Act.pdf | 2004_Appropriation Estimates Act.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Poland,1994,Potentially,Scattered extraction gaps across covered period,"Poland has 18 gaps at years 1994-2009, 2012, 2018, 2021-2022. Polish Finance Bills (Ustawa budzetowa) available (37 files in corpus). KBN (1992-2005) and NCN/NCBiR (2011+) key agencies. Some gap years not attempted.",POTENTIALLY FIXABLE — Source docs likely available for most gaps. Systematic re-extraction for gap years should recover data.,,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Poland,1995,Potentially,Scattered extraction gaps across covered period,"Poland has 18 gaps at years 1994-2009, 2012, 2018, 2021-2022. Polish Finance Bills (Ustawa budzetowa) available (37 files in corpus). KBN (1992-2005) and NCN/NCBiR (2011+) key agencies. Some gap years not attempted.",POTENTIALLY FIXABLE — Source docs likely available for most gaps. Systematic re-extraction for gap years should recover data.,1995 text.pdf | 1995 text.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Poland,1996,Potentially,Scattered extraction gaps across covered period,"Poland has 18 gaps at years 1994-2009, 2012, 2018, 2021-2022. Polish Finance Bills (Ustawa budzetowa) available (37 files in corpus). KBN (1992-2005) and NCN/NCBiR (2011+) key agencies. Some gap years not attempted.",POTENTIALLY FIXABLE — Source docs likely available for most gaps. Systematic re-extraction for gap years should recover data.,1996 text.pdf | 1996 text.pdf,Yes,none,CERN (Polish contribution) | KBN (Komitet Badań Naukowych) | PAN (Polska Akademia Nauk),3,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Poland,1997,Potentially,Scattered extraction gaps across covered period,"Poland has 18 gaps at years 1994-2009, 2012, 2018, 2021-2022. Polish Finance Bills (Ustawa budzetowa) available (37 files in corpus). KBN (1992-2005) and NCN/NCBiR (2011+) key agencies. Some gap years not attempted.",POTENTIALLY FIXABLE — Source docs likely available for most gaps. Systematic re-extraction for gap years should recover data.,1997 text.pdf | 1997 text.pdf,Yes,none,CERN (Polish contribution) | KBN (Komitet Badań Naukowych) | PAN (Polska Akademia Nauk),3,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Poland,2000,Potentially,Scattered extraction gaps across covered period,"Poland has 18 gaps at years 1994-2009, 2012, 2018, 2021-2022. Polish Finance Bills (Ustawa budzetowa) available (37 files in corpus). KBN (1992-2005) and NCN/NCBiR (2011+) key agencies. Some gap years not attempted.",POTENTIALLY FIXABLE — Source docs likely available for most gaps. Systematic re-extraction for gap years should recover data.,2000 text.pdf | 2000 text.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Poland,2001,Potentially,Scattered extraction gaps across covered period,"Poland has 18 gaps at years 1994-2009, 2012, 2018, 2021-2022. Polish Finance Bills (Ustawa budzetowa) available (37 files in corpus). KBN (1992-2005) and NCN/NCBiR (2011+) key agencies. Some gap years not attempted.",POTENTIALLY FIXABLE — Source docs likely available for most gaps. Systematic re-extraction for gap years should recover data.,2001 text.pdf | 2001 text.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Poland,2002,Potentially,Scattered extraction gaps across covered period,"Poland has 18 gaps at years 1994-2009, 2012, 2018, 2021-2022. Polish Finance Bills (Ustawa budzetowa) available (37 files in corpus). KBN (1992-2005) and NCN/NCBiR (2011+) key agencies. Some gap years not attempted.",POTENTIALLY FIXABLE — Source docs likely available for most gaps. Systematic re-extraction for gap years should recover data.,2002 text.pdf | 2002 text.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Poland,2003,Potentially,Scattered extraction gaps across covered period,"Poland has 18 gaps at years 1994-2009, 2012, 2018, 2021-2022. Polish Finance Bills (Ustawa budzetowa) available (37 files in corpus). KBN (1992-2005) and NCN/NCBiR (2011+) key agencies. Some gap years not attempted.",POTENTIALLY FIXABLE — Source docs likely available for most gaps. Systematic re-extraction for gap years should recover data.,2003 text.pdf | 2003 text.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Poland,2004,Potentially,Scattered extraction gaps across covered period,"Poland has 18 gaps at years 1994-2009, 2012, 2018, 2021-2022. Polish Finance Bills (Ustawa budzetowa) available (37 files in corpus). KBN (1992-2005) and NCN/NCBiR (2011+) key agencies. Some gap years not attempted.",POTENTIALLY FIXABLE — Source docs likely available for most gaps. Systematic re-extraction for gap years should recover data.,2004 text.pdf | 2004 text.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Poland,2005,Potentially,Scattered extraction gaps across covered period,"Poland has 18 gaps at years 1994-2009, 2012, 2018, 2021-2022. Polish Finance Bills (Ustawa budzetowa) available (37 files in corpus). KBN (1992-2005) and NCN/NCBiR (2011+) key agencies. Some gap years not attempted.",POTENTIALLY FIXABLE — Source docs likely available for most gaps. Systematic re-extraction for gap years should recover data.,2005 text.pdf | 2005 text.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Poland,2006,Potentially,Scattered extraction gaps across covered period,"Poland has 18 gaps at years 1994-2009, 2012, 2018, 2021-2022. Polish Finance Bills (Ustawa budzetowa) available (37 files in corpus). KBN (1992-2005) and NCN/NCBiR (2011+) key agencies. Some gap years not attempted.",POTENTIALLY FIXABLE — Source docs likely available for most gaps. Systematic re-extraction for gap years should recover data.,2006 text.pdf | 2006 text.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Poland,2007,Potentially,Scattered extraction gaps across covered period,"Poland has 18 gaps at years 1994-2009, 2012, 2018, 2021-2022. Polish Finance Bills (Ustawa budzetowa) available (37 files in corpus). KBN (1992-2005) and NCN/NCBiR (2011+) key agencies. Some gap years not attempted.",POTENTIALLY FIXABLE — Source docs likely available for most gaps. Systematic re-extraction for gap years should recover data.,2007 text.pdf | 2007 text.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Poland,2008,Potentially,Scattered extraction gaps across covered period,"Poland has 18 gaps at years 1994-2009, 2012, 2018, 2021-2022. Polish Finance Bills (Ustawa budzetowa) available (37 files in corpus). KBN (1992-2005) and NCN/NCBiR (2011+) key agencies. Some gap years not attempted.",POTENTIALLY FIXABLE — Source docs likely available for most gaps. Systematic re-extraction for gap years should recover data.,2008 text.pdf | 2008 text.pdf,Yes,none,CERN (Polish contribution) | NCBiR (Narodowe Centrum Badań i Rozwoju) | PAN (Polska Akademia Nauk),3,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Poland,2009,Potentially,Scattered extraction gaps across covered period,"Poland has 18 gaps at years 1994-2009, 2012, 2018, 2021-2022. Polish Finance Bills (Ustawa budzetowa) available (37 files in corpus). KBN (1992-2005) and NCN/NCBiR (2011+) key agencies. Some gap years not attempted.",POTENTIALLY FIXABLE — Source docs likely available for most gaps. Systematic re-extraction for gap years should recover data.,2009 text.pdf | 2009 text.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Poland,2012,Potentially,Scattered extraction gaps across covered period,"Poland has 18 gaps at years 1994-2009, 2012, 2018, 2021-2022. Polish Finance Bills (Ustawa budzetowa) available (37 files in corpus). KBN (1992-2005) and NCN/NCBiR (2011+) key agencies. Some gap years not attempted.",POTENTIALLY FIXABLE — Source docs likely available for most gaps. Systematic re-extraction for gap years should recover data.,2012 text.pdf | 2012 text.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Poland,2018,Potentially,Scattered extraction gaps across covered period,"Poland has 18 gaps at years 1994-2009, 2012, 2018, 2021-2022. Polish Finance Bills (Ustawa budzetowa) available (37 files in corpus). KBN (1992-2005) and NCN/NCBiR (2011+) key agencies. Some gap years not attempted.",POTENTIALLY FIXABLE — Source docs likely available for most gaps. Systematic re-extraction for gap years should recover data.,2018 text.pdf | 2018 text.pdf,Yes,none,CERN (Polish contribution) | NCBiR (Narodowe Centrum Badań i Rozwoju) | NCN (Narodowe Centrum Nauki) | PAN (Polska Akademia Nauk) | Regional Initiative of Excellence,5,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Poland,2021,Potentially,Scattered extraction gaps across covered period,"Poland has 18 gaps at years 1994-2009, 2012, 2018, 2021-2022. Polish Finance Bills (Ustawa budzetowa) available (37 files in corpus). KBN (1992-2005) and NCN/NCBiR (2011+) key agencies. Some gap years not attempted.",POTENTIALLY FIXABLE — Source docs likely available for most gaps. Systematic re-extraction for gap years should recover data.,2021 text.pdf | 2021 text.pdf,Yes,none,CERN (Polish contribution) | NCBiR (Narodowe Centrum Badań i Rozwoju) | NCN (Narodowe Centrum Nauki) | PAN (Polska Akademia Nauk) | Polish Space Agency Activities | Regional Initiative of Excellence | Łukasiewicz Research Network,7,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Poland,2022,Potentially,Scattered extraction gaps across covered period,"Poland has 18 gaps at years 1994-2009, 2012, 2018, 2021-2022. Polish Finance Bills (Ustawa budzetowa) available (37 files in corpus). KBN (1992-2005) and NCN/NCBiR (2011+) key agencies. Some gap years not attempted.",POTENTIALLY FIXABLE — Source docs likely available for most gaps. Systematic re-extraction for gap years should recover data.,2022 text.pdf | 2022 text.pdf,Yes,none,CERN (Polish contribution) | NCBiR (Narodowe Centrum Badań i Rozwoju) | NCN (Narodowe Centrum Nauki) | PAN (Polska Akademia Nauk) | Polish Space Agency Activities | Regional Initiative of Excellence | Łukasiewicz Research Network,7,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Portugal,1988,Potentially,Source docs available — not yet extracted,"Portuguese Finance Bills (Lei do Orçamento) for 1988-1997 exist as PDFs in corpus (e.g. 'Lei orcamento para 1988.pdf', '1997 02040557.pdf'). Pipeline has not run extraction on these years. JNICT (Junta Nacional de Investigação Científica e Tecnológica) was main R&D funding agency 1967-1997.","POTENTIALLY FIXABLE — PDFs exist for all years. Could re-extract targeting JNICT annual appropriation lines. Note: 1987, 1992, 1994 already have verified overrides from known JNICT data.",Lei orcamento para 1988.pdf | Lei orcamento para 1988.pdf,Yes,reextract | verify,JNICT — Junta Nacional de Investigação Científica e Tecnológica (Portugal) | LNEC — Laboratório Nacional de Engenharia Civil (Portugal),2,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Portugal,1989,Potentially,Source docs available — not yet extracted,"Portuguese Finance Bills (Lei do Orçamento) for 1988-1997 exist as PDFs in corpus (e.g. 'Lei orcamento para 1988.pdf', '1997 02040557.pdf'). Pipeline has not run extraction on these years. JNICT (Junta Nacional de Investigação Científica e Tecnológica) was main R&D funding agency 1967-1997.","POTENTIALLY FIXABLE — PDFs exist for all years. Could re-extract targeting JNICT annual appropriation lines. Note: 1987, 1992, 1994 already have verified overrides from known JNICT data.",Lei orcamento para 1989.pdf | Lei orcamento para 1989.pdf,Yes,reextract | verify,JNICT — Junta Nacional de Investigação Científica e Tecnológica (Portugal) | LNEC — Laboratório Nacional de Engenharia Civil (Portugal),2,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Portugal,1990,Potentially,Source docs available — not yet extracted,"Portuguese Finance Bills (Lei do Orçamento) for 1988-1997 exist as PDFs in corpus (e.g. 'Lei orcamento para 1988.pdf', '1997 02040557.pdf'). Pipeline has not run extraction on these years. JNICT (Junta Nacional de Investigação Científica e Tecnológica) was main R&D funding agency 1967-1997.","POTENTIALLY FIXABLE — PDFs exist for all years. Could re-extract targeting JNICT annual appropriation lines. Note: 1987, 1992, 1994 already have verified overrides from known JNICT data.",Lei orcamento para 1990.pdf | Lei orcamento para 1990.pdf,Yes,reextract | verify,JNICT — Junta Nacional de Investigação Científica e Tecnológica (Portugal) | LNEC — Laboratório Nacional de Engenharia Civil (Portugal),2,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Portugal,1991,Potentially,Source docs available — not yet extracted,"Portuguese Finance Bills (Lei do Orçamento) for 1988-1997 exist as PDFs in corpus (e.g. 'Lei orcamento para 1988.pdf', '1997 02040557.pdf'). Pipeline has not run extraction on these years. JNICT (Junta Nacional de Investigação Científica e Tecnológica) was main R&D funding agency 1967-1997.","POTENTIALLY FIXABLE — PDFs exist for all years. Could re-extract targeting JNICT annual appropriation lines. Note: 1987, 1992, 1994 already have verified overrides from known JNICT data.",Lei orcamento para 1991.pdf | Lei orcamento para 1991.pdf,Yes,reclassify | reextract,JNICT — Junta Nacional de Investigação Científica e Tecnológica (Portugal) | LNEC — Laboratório Nacional de Engenharia Civil (Portugal),2,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Portugal,1993,Potentially,Source docs available — not yet extracted,"Portuguese Finance Bills (Lei do Orçamento) for 1988-1997 exist as PDFs in corpus (e.g. 'Lei orcamento para 1988.pdf', '1997 02040557.pdf'). Pipeline has not run extraction on these years. JNICT (Junta Nacional de Investigação Científica e Tecnológica) was main R&D funding agency 1967-1997.","POTENTIALLY FIXABLE — PDFs exist for all years. Could re-extract targeting JNICT annual appropriation lines. Note: 1987, 1992, 1994 already have verified overrides from known JNICT data.",Lei orcamento para 1993.pdf | Lei orcamento para 1993.pdf,Yes,reclassify | reextract,JNICT — Junta Nacional de Investigação Científica e Tecnológica (Portugal) | LNEC — Laboratório Nacional de Engenharia Civil (Portugal),2,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Portugal,1995,Potentially,Source docs available — not yet extracted,"Portuguese Finance Bills (Lei do Orçamento) for 1988-1997 exist as PDFs in corpus (e.g. 'Lei orcamento para 1988.pdf', '1997 02040557.pdf'). Pipeline has not run extraction on these years. JNICT (Junta Nacional de Investigação Científica e Tecnológica) was main R&D funding agency 1967-1997.","POTENTIALLY FIXABLE — PDFs exist for all years. Could re-extract targeting JNICT annual appropriation lines. Note: 1987, 1992, 1994 already have verified overrides from known JNICT data.",Lei orcamento para 1995.pdf | Lei orcamento para 1995.pdf,Yes,reclassify | reextract,JNICT — Junta Nacional de Investigação Científica e Tecnológica (Portugal) | LNEC — Laboratório Nacional de Engenharia Civil (Portugal),2,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
