reform_id,country_code,country_name,survey_year,implementation_year,announcement_year,announcement_year_source,announcement_year_confidence,legislation_year,legislation_year_source,legislation_year_confidence,implementation_year_end,implementation_year_source,implementation_year_confidence,theme,sub_theme,secondary_type,alternative_theme,rd_actor,rd_stage,growth_orientation,growth_orientation_rationale,growth_orientation_confidence,package_name,component_name,is_component,status,status_evidence,status_confidence,is_major_reform,importance_bucket,importance_rationale,importance_confidence,description,source_quote,source_page_start,source_page_end
JPN_2011_001,JPN,Japan,2011,,2010.0,inferred,medium,,,,,,,innovation,human_capital,human_capital,,public,basic,growth_supporting,"Strengthening higher education's contribution to innovation supports productivity growth and human capital development, essential to offset declining working-age population and achieve 2% growth target.",high,New Growth Strategy,Higher education role in innovation,True,announced,The New Growth Strategy aims to increase the role of higher education in innovation; text indicates this is part of government strategy but does not confirm implementation.,medium,False,2,"Significant policy objective within the broader New Growth Strategy to link higher education to innovation and growth, but the text provides limited detail on specific mechanisms or funding commitments.",medium,"Japan's New Growth Strategy aims to increase the role of higher education in innovation as part of broader efforts to accelerate economic growth to 2% in the 2010s through green innovation, expanded health care, and regional development.",The New Growth Strategy also aims to increase the role of higher education in innovation. Education in Japan is outstanding both in terms of quantity and quality.,18.0,18.0
JPN_2011_002,JPN,Japan,2011,,2010.0,inferred,medium,,,,,,,innovation,rd_funding,,,unknown,unknown,growth_supporting,"Increasing public R&D investment expands the knowledge base and innovation capacity, supporting long-term productivity growth.",high,New Growth Strategy (2010),R&D investment target,True,announced,Listed as supply-side policy objective 17 in the New Growth Strategy framework.,high,True,3,A major structural commitment to increase national R&D spending intensity to 4% of GDP represents a significant system-wide policy change with broad implications for research capacity and innovation ecosystem.,high,Japan plans to increase R&D investment to at least 4% of GDP as part of its supply-side policy agenda.,17. Increase R&D investment to at least 4% of GDP,74.0,74.0
JPN_2011_003,JPN,Japan,2011,,2010.0,inferred,medium,,,,,,,innovation,knowledge_transfer,rd_funding,,public_private,applied,growth_supporting,"Enhanced researcher mobility and competitive funding mechanisms improve knowledge flows between academia and industry, and allocate research resources more efficiently toward innovation.",high,New Growth Strategy (2010),University R&D strengthening and researcher mobility,True,announced,Discussed as part of the New Growth Strategy's objective to increase universities' role in innovation through structural reforms.,medium,False,2,"A significant reform targeting the governance and incentive structure of university R&D, with potential to improve research quality and university-industry collaboration.",medium,"The New Growth Strategy aims to strengthen universities' R&D contribution by enhancing labour mobility of researchers between universities, firms, and government research institutes, and raising the share of competitively financed government R&D funding for universities.","The role of universities could be strengthened by enhancing labour mobility of researchers between universities, firms and government research institutes and raising the share of government R&D funding for universities that is competitively financed.",20.0,20.0
JPN_2011_004,JPN,Japan,2011,,2010.0,explicit,high,,,,,,,innovation,human_capital,sectoral_rd,,public,basic,growth_supporting,Developing world-class research universities strengthens human capital supply for innovation and enhances the knowledge base for long-term productivity growth.,high,New Growth Strategy (2010),Cutting-edge universities initiative,True,announced,"The New Growth Strategy, announced in June 2010, includes the objective to create 'cutting-edge' universities to promote innovation and foster human resources.",high,False,2,"A significant policy objective targeting university quality and innovation capacity, with implications for research human capital and institutional excellence.",medium,The New Growth Strategy aims to create 'cutting-edge' universities to promote innovation and foster human resources for innovation.,"In particular, it aims to integrate childcare centres and kindergarten to upgrade the quality of education and to create 'cutting-edge' universities to promote innovation and foster human resources.",102.0,102.0
JPN_2011_008,JPN,Japan,2011,,,,,,,,,,,innovation,rd_funding,,,public,unknown,growth_supporting,Competitive allocation of research funding enhances allocative efficiency and incentivises higher-quality research outcomes.,medium,Third Science and Technology Basic Plan FY2006-10,Competitive allocation of university R&D funding,True,announced,"The text states 'the share of government R&D funding for universities that is allocated competitively should be increased', indicating a recommendation within the plan rather than confirmed implementation.",medium,False,2,"Significant reform of R&D funding allocation mechanisms within universities, aimed at improving research quality and effectiveness, but narrower in scope than system-wide restructuring.",medium,The Third Science and Technology Basic Plan included a recommendation to increase the share of government R&D funding for universities that is allocated competitively to enhance effectiveness.,The share of government R&D funding for universities that is allocated competitively should be increased to enhance its effectiveness.,137.0,137.0
JPN_2011_009,JPN,Japan,2011,,,,,,,,,,,innovation,human_capital,,,public,basic,growth_supporting,"Mandatory researcher mobility enhances knowledge diffusion, reduces institutional lock-in, and promotes meritocratic career advancement in the research system.",medium,Third Science and Technology Basic Plan FY2006-10,Researcher mobility requirement,True,announced,"The text states the plan aimed at 'requiring young researchers to change their organisational affiliation at least once after graduation', indicating a policy recommendation rather than confirmed implementation.",medium,False,2,"Significant structural reform of researcher career pathways aimed at improving research quality and mobility, but implementation status is unclear and scope is narrower than system-wide change.",medium,"The Third Science and Technology Basic Plan recommended requiring young researchers to change their organisational affiliation at least once after graduation before obtaining a permanent position, to enhance research evaluation and career mobility.",By requiring young researchers to change their organisational affiliation at least once after graduation before obtaining a permanent position.,137.0,137.0
JPN_2011_013,JPN,Japan,2011,,2010.0,inferred,medium,,,,,,,innovation,sectoral_rd,,,public_private,applied,growth_supporting,"Expanding pharmaceutical and medical device R&D increases innovation in health technologies, improves patient outcomes, and creates new market opportunities in a high-value sector.",high,New Growth Strategy,Health-care R&D expansion,True,announced,The Strategy calls for expanding basic and clinical R&D to develop new pharmaceuticals and medical devices and attracting foreign patients by making Japan a centre of medical tourism.,medium,False,2,"Significant sectoral R&D initiative targeting pharmaceuticals and medical devices with explicit goals to resolve drug and device lags and transform health care into a growth industry, though implementation details and funding levels are not specified.",medium,"Japan's New Growth Strategy calls for expanding basic and clinical R&D to develop new pharmaceuticals and medical devices, with the goal of transforming health and long-term care into growth-driving industries and resolving the drug lag and device lag.","The objective is to make Japan a health-care superpower so people will live longer, healthier, and have more children by promoting the entry of private firms, expanding basic and clinical R&D to develop new pharmaceuticals and medical devices.",82.0,82.0
JPN_2011_014,JPN,Japan,2011,,,,,,,,,,,innovation,sectoral_rd,,,public,applied,growth_supporting,"Accelerates access to innovative medical treatments and devices, improving health outcomes and expanding the market for pharmaceutical and medical device innovation.",high,New Growth Strategy,Drug and medical device lag resolution,True,announced,The Strategy calls for resolving the drug lag and device lag; the text states 'the drug lag is to be resolved by allowing patients to use unapproved drug and medical devices in selected medical institutions'.,high,False,2,"A significant sectoral reform addressing a long-standing structural barrier to medical innovation adoption in Japan, with direct implications for pharmaceutical and medical device R&D and commercialisation.",medium,Japan introduced a programme to resolve the drug lag and medical device lag by allowing patients to use unapproved drugs and medical devices in selected medical institutions in conjunction with NHI-covered treatment.,"The drug lag is to be resolved by allowing patients to use unapproved drug and medical devices in selected medical institutions, in conjunction with treatment included in the NHI.",84.0,84.0
JPN_2011_017,JPN,Japan,2011,,,,,,,,,,,innovation,startup_ecosystem,,,private,adoption,growth_supporting,"Supports SME innovation and entrepreneurship in targeted sectors, fostering dynamic firm creation and technology adoption.",high,Japan's New Growth Strategy,New Competitive Cluster Project Start-ups,True,announced,Text describes the programme as part of the New Growth Strategy without explicit implementation date.,medium,False,2,"Significant cluster-based support for SME innovation and entrepreneurship, addressing Japan's low firm creation rate, but narrower in scope than system-wide reform.",medium,"Japan established the New Competitive Cluster Project Start-ups, led by METI, to support SMEs in specific fields through cluster-based innovation initiatives.","the New Competitive Cluster Project Start-ups, led by METI, to support SMEs in specific fields",,
JPN_2011_018,JPN,Japan,2011,,,,,,,,,,,innovation,knowledge_transfer,startup_ecosystem,,public_private,commercialization,growth_supporting,"Strengthens university-industry collaboration and knowledge transfer, facilitating commercialisation of research and regional innovation capacity.",high,Japan's New Growth Strategy,Regional Innovation Cluster Programme,True,announced,Text describes the programme as part of the New Growth Strategy without explicit implementation date.,medium,False,2,"Significant regional innovation initiative linking universities and industry, with emphasis on cluster development and local economic impact, but implementation details unclear.",medium,"Japan launched the Regional Innovation Cluster Programme, directed by the Ministry for Education, Culture, Sports, Science and Technology, centred around key universities to promote greater university-industry collaboration.","the Regional Innovation Cluster Programme, directed by the Ministry for Education, Culture, Sports, Science and Technology, centred around key universities to promote greater university-industry collaboration",93.0,93.0
JPN_2011_020,JPN,Japan,2011,,,,,,,,,,,innovation,knowledge_transfer,,,public_private,commercialization,growth_supporting,"University-industry joint research accelerates the translation of academic discoveries into commercial innovation, enhancing productivity and economic growth.",high,University-Industry Cooperation Framework,Joint research and knowledge transfer facilitation,False,announced,"The text presents this as a policy position emphasising the importance of university-industry cooperation, but does not explicitly state implementation or legislative status.",medium,False,1,"A general policy statement on the importance of university-industry cooperation rather than a specific, dated reform with concrete mechanisms or budget allocations. Reflects strategic direction but lacks implementation detail.",low,"The text emphasises the importance of promoting cooperation between universities and the industrial sector, including joint research, with the government playing a facilitating role, as discoveries from universities can become seeds for innovation and promote economic growth.","Discoveries that originate at universities can become the seeds for innovation and promote economic growth. It is imperative to promote co-operation between universities and the industrial sector, including joint research, with the government playing a facilitating role.",136.0,136.0
JPN_2011_021,JPN,Japan,2011,,,,,,,,,,,innovation,human_capital,,,public,basic,growth_supporting,"Increased researcher mobility and performance-based contracts enhance labour market flexibility in the research sector, allowing better allocation of talent and incentivising research productivity.",medium,Third Basic Plan for Science and Technology,Researcher mobility enhancement,True,announced,The text states the Third Basic Plan 'emphasised the importance of enhancing the mobility of researchers' but provides no explicit date or implementation status.,medium,False,2,"A significant policy direction within a major strategic plan (Third Basic Plan) addressing researcher labour market flexibility, but the text provides limited detail on specific mechanisms or budget implications.",medium,The third Basic Plan emphasised the importance of enhancing the mobility of researchers by expanding the use of fixed-term contracts and performance-based employment arrangements.,The third Basic Plan also emphasised the importance of enhancing the mobility of researchers by expanding the use of fixed-term contracts and performance,136.0,136.0
JPN_2013_004,JPN,Japan,2013,,2013.0,imputed_survey_year,medium,,,,,,,innovation,knowledge_transfer,human_capital,,public_private,applied,growth_supporting,"Enhanced university-industry collaboration and researcher mobility strengthen knowledge transfer and applied research capacity, improving innovation outcomes and firm productivity.",high,Education System Upgrade and Labour Participation Strategy,University-business innovation cooperation,True,announced,The text presents this as a recommendation in Box 3 summary of recommendations to boost labour participation and improve the education system.,medium,False,2,"A meaningful policy recommendation to strengthen university-industry linkages and researcher mobility, which are important mechanisms for knowledge transfer and innovation, though presented as a recommendation rather than an implemented reform.",medium,"The text recommends enhancing the role of the tertiary sector in innovation through greater cooperation between universities and the business sector, including enhanced labour mobility of researchers.","Enhance the role of the tertiary sector in innovation, in part through greater co-operation between universities and the business sector, including enhanced labour mobility of researchers.",40.0,40.0
USA_1990_001,USA,United States,1990,1990.0,,,,,,,,explicit,medium,innovation,rd_funding,,,public_private,basic,growth_supporting,"Increased public R&D funding and reallocation from defence to civilian research enhances productivity, innovation capacity, and commercial applications, supporting long-term GDP growth.",high,Federal R&D Funding Reorientation,,False,announced,Description [5] explicitly states 'plans to increase' (future commitment); descriptions [0] and [3] describe ongoing or committed policies.,high,True,3,Structural reorientation of federal R&D spending priorities and commitment to increased civilian research funding represents a system-wide policy shift with significant macroeconomic implications.,high,"The U.S. federal government committed to increased public expenditure for basic and civilian research and development as part of structural reform initiatives. The federal government sponsors approximately half of total national R&D investment (1.5% of GNP), with plans to increase support for civilian R&D faster than defence-oriented R&D going forward to improve overall R&D productivity and commercial orientation.","The federal government has been actively involved in sponsoring this type of research, to the extent that half of total national investment in R&D (amounting to about 1½ per cent of GNP) is paid for by the federal government.",,
USA_1991_001,USA,United States,1991,1991.0,,,,,,,,inferred,medium,innovation,rd_funding,innovation_instruments,,public,basic,growth_supporting,Increased public investment in basic research enhances the knowledge base and technological capabilities that underpin long-term productivity growth and innovation.,high,US Competitiveness Initiative 1991,Basic R&D expenditure increase,True,implemented,The text states that steps taken by the United States include 'an increase in government expenditure for basic research and development' as part of measures to address competitiveness.,high,False,2,A significant but narrower initiative to boost basic research funding as part of a broader competitiveness strategy. The reform addresses a key input to innovation but is presented as one component among several policy measures.,medium,"The United States increased government expenditure for basic research and development as part of a broader competitiveness strategy, alongside an extension of the R&D tax credit for another year.","Steps taken by the United States include: federal deficit control, as embodied in the Budget Act; an increase in government expenditure for basic research and development; an extension of the R&D tax credit for another year.",,
USA_1993_002,USA,United States,1993,1993.0,,,,,,,,inferred,medium,innovation,rd_funding,knowledge_transfer,,public_private,applied,growth_supporting,Redirecting R&D from defence to civilian applications increases spillovers to commercial sectors and improves productivity growth. CRADAs strengthen knowledge transfer between public research institutions and private firms.,high,Clinton Administration Technology Policy Reform,Reorientation of federal R&D from defence to civilian and dual-use technologies,True,implemented,"The text states 'Henceforth, federally-funded mission-oriented R&D will be used to try to improve the productivity of private R&D. Accordingly, the share of purely military R&D is being cut back, and resources are being directed to civilian and dual-use technologies.'",high,True,3,"This represents a structural reorientation of U.S. federal R&D policy, shifting the allocation of nearly $70 billion in annual federal R&D spending away from defence (which represented 29% of total R&D) toward civilian applications. The reform affects multiple federal agencies and establishes a new governance framework (CRADAs) for public-private collaboration, with over 1,500 agreements valued at $323 million already in place by 1992.",high,"The new Administration redirected federal R&D spending away from defence-related research toward civilian and dual-use technologies by reforming national laboratories and the Defense Advanced Research Projects Agency, and mandating increased R&D cooperation with industry through CRADAs (cooperative research and development agreements).","Henceforth, federally-funded mission-oriented R&D will be used to try to improve the productivity of private R&D. Accordingly, the share of purely military R&D is being cut back, and resources are being directed to civilian and dual-use technologies by reforming existing agencies (national laboratories and the former Defense Advanced Research Projects Agency).",,
USA_1993_007,USA,United States,1993,1993.0,1993.0,inferred,medium,,,,,inferred,medium,innovation,research_infrastructure,,,public,basic,growth_supporting,"Investment in high-performance computing infrastructure and information networks enhances research capacity and enables knowledge creation and diffusion, supporting long-term productivity growth.",high,Clinton Administration Technology Policy Initiatives,High Performance Computing and Information Infrastructure,True,announced,"The text states the government 'will provide funding' for pilot projects and computing infrastructure, indicating announced policy.",medium,False,2,"A significant infrastructure investment supporting research and innovation through high-performance computing and information networks, with applications across education and health sectors.",medium,The government will provide funding for pilot projects in education and health-care spheres and $784 million over four years for 'cross-cutting high performance computing' as part of establishing a national information infrastructure.,$784 million over the next four years for related 'cross-cutting high performance computing',93.0,93.0
USA_1993_012,USA,United States,1993,1993.0,,,,,,,,inferred,medium,innovation,rd_funding,knowledge_transfer,,public_private,applied,growth_supporting,"Redirects substantial public R&D resources from defence to civilian applications, potentially improving allocative efficiency and private-sector innovation capacity through knowledge transfer and collaborative research.",medium,Defence Reinvestment and Conversion Initiative,National laboratories partnerships and dual-use R&D matching grants,True,implemented,"The text states 'For fiscal 1993 it includes $1.4 billion appropriated by Congress last year, but not spent, plus another $0.3 billion,' indicating the programme was in effect during the 1993 fiscal year.",high,True,3,"This is a major structural reform redirecting a significant portion of federal R&D spending ($20 billion over five years) from defence to civilian applications. It represents a system-wide reorientation of national R&D priorities and involves substantial institutional partnerships across 726 national laboratories and private industry, with lasting implications for the innovation ecosystem.",high,"The Administration proposed the Defence Reinvestment and Conversion Initiative, a $20 billion package over five years (rising to $5.2 billion in FY 1997) designed to redirect federal R&D away from defence towards civilian applications. The initiative includes 29 programmes, with a focus on partnerships between industry and 726 national laboratories for dual-use technology development and matching grants for industry-led R&D.","The Administration has proposed the Defence Reinvestment and Conversion Initiative to ease the transition. It embodies 29 different programmes... there are a series which will try to set up partnerships between industry and the 726 national laboratories (that do some $23 billion or about 13 per cent of the nation's total R&D), especially for dual-use technology, and provide matching grants for industry-led R&D.",,
USA_1993_001,USA,United States,1993,1994.0,1993.0,inferred,medium,,,,,explicit,medium,innovation,sectoral_rd,human_capital,,public,basic,growth_supporting,"Investment in math-science research and education builds human capital and scientific capacity, which are foundational to long-term productivity growth and innovation.",high,1994 Education and Human Capital Budget Package,Math-Science Education Research,True,announced,"The text states 'math-science education research ($100-200 million in 1994)' as a proposed funding increase in the budget package, but notes that 'the appropriations process is ongoing, so actual spending levels may change.'",medium,False,1,"This is a modest, targeted research funding initiative within a broader education package. While it supports an important area (STEM research and education), the allocation is relatively small and incremental rather than structural.",medium,"The federal government proposed expansion of math-science education research funding, allocating $100-200 million in 1994 as part of a broader human capital and education initiative.",math-science education research ($100-200 million in 1994),81.0,81.0
USA_1993_003,USA,United States,1993,1994.0,1993.0,inferred,medium,,,,,explicit,high,innovation,rd_funding,,,public_private,applied,growth_supporting,"Public funding for pre-competitive generic R&D addresses market failures where social returns exceed private returns, stimulating private R&D efforts and generating significant spillovers to the broader economy.",high,Clinton Administration Technology Policy Reform,Advanced Technology Program expansion at NIST,True,legislated,"The text states 'The new Administration has also indicated a willingness to move toward greater activism by proposing a major budgetary increase ($535 million in FY 1994, nearly double this year's allocation) for the National Institute of Standards and Technology.'",high,False,2,"A significant expansion of an existing programme (NIST's Advanced Technology Program) with substantial budgetary increase (nearly 100% increase), targeting pre-competitive generic technologies where market failures justify public intervention. The reform reflects a shift toward greater government activism in technology policy.",high,"The new Administration proposed a major budgetary increase of $535 million in FY 1994 (nearly double the prior year's allocation) for the National Institute of Standards and Technology to expand its Advanced Technology Program, which develops high-risk generic pre-commercial and pre-competitive technologies with partial private-sector funding.","The new Administration has also indicated a willingness to move toward greater activism by proposing a major budgetary increase ($535 million in FY 1994, nearly double this year's allocation) for the National Institute of Standards and Technology to proceed with its Advanced Technology Program to develop high-risk generic technologies.",91.0,91.0
USA_1993_010,USA,United States,1993,1994.0,1993.0,inferred,medium,1993.0,inferred,medium,,inferred,medium,innovation,sectoral_rd,,,public,applied,growth_supporting,"Energy R&D and conservation investments build technological capacity and reduce long-term energy costs, supporting productivity and competitiveness.",medium,1993 Investment Proposals (OBRA93),Energy research and conservation,True,legislated,"The reform was included in OBRA93, which was passed into law in 1993 and began implementation in 1994.",high,False,2,"Energy R&D is a significant sectoral investment within a major deficit-reduction and investment package, but the text does not specify the exact allocation or scope of energy research funding, limiting assessment of its structural importance.",medium,"The Administration proposed energy research and conservation spending as part of its broader investment package, allocating funds to support research and development in energy technologies and conservation methods.","Substantial amounts are to be made available for transportation infrastructure... environmental protection, rural development, energy research and conservation...",,
USA_1993_011,USA,United States,1993,1994.0,,,,,,,,inferred,medium,innovation,innovation_instruments,,,private,applied,growth_supporting,"R&D tax credits reduce the cost of innovation investment for firms, incentivizing private-sector research spending and embodiment of R&D outputs in capital equipment, which can raise productivity.",high,1994 Budget Investment Initiatives,Research and Experimentation Tax Credit Extension,True,legislated,The text states 'The temporary extension of the Research and Experimentation Tax credit (see below) and new rules confining its availability to domestic research may induce a marginal increase in equipment investment' in the context of the 1994 Budget.,medium,False,1,"A marginal extension of an existing tax credit instrument with modest expected effects on investment. While innovation-relevant, it is narrowly scoped and incremental rather than structural.",medium,"The text discusses the temporary extension of the Research and Experimentation Tax Credit, which provides tax incentives for firms conducting R&D. New rules confine its availability to domestic research, intended to induce marginal increases in equipment investment to incorporate R&D output.","The temporary extension of the Research and Experimentation Tax credit (see below) and new rules confining its availability to domestic research may induce a marginal increase in equipment investment to incorporate the R&D output, a few years hence.",,
USA_1994_003,USA,United States,1994,1994.0,1994.0,inferred,high,,,,,inferred,high,innovation,sectoral_rd,,,public_private,applied,growth_supporting,"Both initiatives target strategic sectors (aerospace, semiconductors/displays) where domestic capability and competitiveness are critical for long-term productivity and technological leadership.",high,Sectoral Technology Development Initiatives,,False,announced,"Index 4 explicitly states 'announced a plan'; index 2 states 'awarded', suggesting implementation has begun, but both are announced in 1994.",medium,False,2,"Significant sectoral R&D commitments with substantial funding ($1.5 billion and $1 billion respectively), but narrower in scope than system-wide reforms; focused on specific technology domains.",high,"Two sectoral R&D initiatives supporting advanced technology development: NASA awarded a $1.5 billion research contract for High Speed Civil Transport (supersonic aircraft) development, and the Defense Department announced a plan to spend $587 million over five years (eventually $1 billion total) to support development of a domestic flat-panel display screen industry to compete with Japanese producers.",The Defense Department announces a plan to spend $587 million over the next five years (and eventually a total of $1 billion) to support the development of a domestic industry to produce flat-panel display screens.,181.0,181.0
USA_1995_001,USA,United States,1995,1994.0,,,,,,,,explicit,high,innovation,sectoral_rd,,,private,applied,growth_supporting,"Directs R&D funding toward a strategic technology sector with domestic manufacturing capacity-building requirements, supporting both innovation and industrial competitiveness.",high,Technology Reinvestment Project,Flat-panel display R&D,True,implemented,The text states the project 'gave some $202 million toward flat-panel display research and development in October 1994'.,high,False,2,"A significant sectoral R&D initiative with substantial funding ($202 million) and explicit manufacturing capacity-building requirements, but narrower in scope than a system-wide reform.",high,"The Technology Reinvestment Project (defence conversion) allocated $202 million toward flat-panel display research and development in October 1994, with recipients required to build domestic manufacturing capacity for the existing technology.",the Technology Reinvestment Project (defence conversion) gave some $202 million toward flat-panel display research and development in October 1994 in exchange for promises by the recipients to build domestic manufacturing capacity for the existing technology.,,
USA_1993_004,USA,United States,1993,1995.0,1993.0,inferred,medium,,,,,inferred,medium,innovation,innovation_instruments,,,private,applied,growth_supporting,"Making the tax credit permanent reduces uncertainty and encourages long-term R&D investment by firms. Recent analysis shows substantial elasticity of R&D spending to tax incentives, with spillovers generating social returns exceeding private returns.",medium,Clinton Administration Technology Policy Reform,Permanence of Research and Experimentation tax credit,True,announced,"The text states 'The Administration proposed to make the credit permanent which would have served to enhance its effectiveness, but Congress extended it only through June 1995.'",high,False,2,"A significant reform to an existing major tax instrument (equivalent to over $1.5 billion per year in government expenditure). Making the credit permanent would address a key criticism regarding its temporary nature and improve incentives for long-term R&D projects, though the proposal was not fully adopted by Congress.",high,"The Administration proposed to make the Research and Experimentation tax credit (established in 1981) permanent, which would enhance its effectiveness in incentivizing private R&D spending. The credit had been extended and modified multiple times, with its temporary nature criticized for biasing firms away from long-term projects.","The Administration proposed to make the credit permanent which would have served to enhance its effectiveness, but Congress extended it only through June 1995. Others have suggested that it should be made available to commercialisation expenditures as well.",,
USA_1961_001,USA,United States,1961,,,,,,,,,,,innovation,rd_funding,,,public,unknown,growth_supporting,"Increased public R&D funding expands the knowledge base and research capacity, supporting long-term productivity growth and innovation.",high,1961 Fiscal Expansion,Research funding increase,True,implemented,The text states 'The emphasis of fiscal policy has been on higher expenditures' and lists 'research' among the areas covered by increased budget outlays.,medium,False,1,"While research funding was increased as part of broader fiscal stimulus, the text provides no detail on the magnitude, scope, or structural nature of the change. It appears to be an incremental adjustment within a general expansion rather than a system-wide reform.",medium,The United States increased federal budget outlays for research as part of a broader fiscal expansion. The text explicitly mentions 'research' among the priority areas for increased federal spending in 1961.,"The emphasis of fiscal policy has been on higher expenditures. The increase in budget outlays covers a wide range including defence, space programmes, education and research, foreign aid, housing and community development.",36.0,36.0
USA_1982_001,USA,United States,1982,,,,,,,,,,,innovation,innovation_instruments,,,private,applied,growth_supporting,"R&D tax credits reduce the cost of innovation investment, incentivizing private firms to increase research spending and develop new technologies, thereby raising productivity and long-term growth.",high,August 1981 Economic Recovery Tax Act,R&D Tax Credit,True,legislated,"The text states 'A 25 percent credit for incremental research and development costs' under the August 1981 Economic Recovery Tax Act, indicating the measure was enacted into law.",high,False,2,"The R&D tax credit is a significant innovation instrument that directly reduces the cost of private-sector R&D investment. While not a structural overhaul of the innovation system, it represents a meaningful policy tool to incentivize applied research and development across industries.",high,"The August 1981 Economic Recovery Tax Act introduced a 25 percent tax credit for incremental research and development costs, reducing the effective cost of R&D investment for firms.",A 25 percent credit for incremental research and development costs.,,
USA_1989_001,USA,United States,1989,,,,,,,,,,,innovation,knowledge_transfer,sectoral_rd,,public_private,commercialization,growth_supporting,"Technology transfer programmes and sectoral focus on semiconductors and superconductivity support commercialisation of R&D, raising productivity and competitive advantage in high-value sectors.",high,Omnibus Trade and Competitiveness Act of 1988,Commercialising R&D — technology transfer centres and sectoral commissions,False,legislated,"Text states 'established' and 'created' in past tense, and explicitly notes 'legislated' status; Act passed in 1988.",high,True,3,"Omnibus legislation establishing multiple technology transfer mechanisms and sectoral advisory bodies represents a structural, system-wide policy intervention.",high,"The Omnibus Trade and Competitiveness Act of 1988 established programmes to accelerate technology transfer from R&D to industry, including regional centres providing direct support to small and medium-sized manufacturing firms for automation and modernisation. The Act created a National Advisory Committee on Semiconductors and mandated a national commission on Superconductivity to ensure U.S. leadership in semiconductor and superconducting technology development and application.","A significant proportion of the Trade Act (the Omnibus Trade and Competitiveness Act) addresses the issue of improving the commercialisation of U.S. R&D effort. New programmes are directed at the rapid transfer of technology to industry, via regional centres intended to provide direct support to small and medium-sized manufacturing firms.",103.0,103.0
USA_1989_002,USA,United States,1989,,,,,,,,,,,innovation,rd_funding,,,private,applied,growth_supporting,Increasing commercial R&D investment raises productivity and innovation capacity; emphasis on resource allocation efficiency supports allocative efficiency.,medium,Microeconomic Policy Reform for R&D Investment,Commercial R&D Investment,False,announced,Text presents this as a policy position or recommendation ('needs to be corrected') without evidence of legislative action or implementation.,medium,False,1,"This is a policy recommendation or diagnostic statement about the need for reform, not a concrete implemented or legislated reform. No specific instrument or programme is described.",high,The text identifies insufficient investment in commercial R&D as a structural impediment to U.S. productivity performance and calls for correction through broader microeconomic policy focused on resource allocation rather than selective industrial targeting.,"There remain a number of general structural impediments to better productivity performance, such as low savings and the associated high cost of capital, and insufficient investment in general education, skill development and commercial R&D, which need to be corrected.",,
USA_1990_002,USA,United States,1990,,,,,,,,,,,innovation,sectoral_rd,,,public_private,applied,growth_supporting,"Targeted sectoral R&D in semiconductors and superconductivity addresses strategic technology gaps and supports competitive advantage in high-value industries, enhancing long-term productivity.",high,Sectoral Technology Leadership Initiatives,Sematech and Superconductivity Commission,True,implemented,The 1988 Trade Act created these institutions; status is implemented as of the 1990 survey date.,high,True,3,"Creation of major sectoral R&D institutions (Sematech, superconductivity commission) through legislation represents a structural policy intervention in critical technology domains.",high,The 1988 Trade Act created the National Advisory Committee on Semiconductors (Sematech) to ensure U.S. supremacy in semiconductor technology and mandated creation of a national commission on superconductivity to promote U.S. leadership in that area.,"The 1988 Trade Act took a step towards intervention by creating a National Advisory Committee on Semiconductors (Sematech), with the aim of ensuring U.S. supremacy in semiconductor technology. It also mandated the creation of a national commission on superconductivity in order to promote U.S. leadership in this area.",61.0,61.0
USA_1990_003,USA,United States,1990,,,,,,,,,,,innovation,sectoral_rd,startup_ecosystem,,public_private,applied,growth_supporting,"DARPA venture capital provision supports commercialisation of advanced technologies and enables startup formation in strategic sectors, fostering innovation ecosystems and competitive advantage.",high,Sectoral Technology Leadership Initiatives,DARPA Venture Capital Expansion,True,implemented,"Text states 'Congress expanded DARPA's mandate' and describes active funding flows, indicating implementation by 1990 survey date.",medium,True,3,Expansion of DARPA's mandate to include venture capital represents a significant structural change in how government supports applied R&D and technology commercialisation.,high,"Congress expanded the Defence Advanced Research Projects Agency (DARPA) mandate to provide venture capital funding for government-industry consortia developing advanced technologies including semiconductors, high-definition television (HDTV), superconductivity, and artificial intelligence.","Subsequently funds have been channelled into high-definition television (HDTV), superconductivity and artificial intelligence through the Defence Advanced Research Projects Agency (DARPA), which finances the government-industry consortium for developing semiconductor manufacturing technology. Congress expanded DARPA's mandate to allow it to provide venture capital.",61.0,61.0
USA_1990_004,USA,United States,1990,,,,,,,,,,,innovation,sectoral_rd,knowledge_transfer,,public_private,applied,growth_supporting,"Systematic commercialisation of defence R&D spillovers into civil applications (aviation, medical, electronics) enhances overall innovation productivity and creates positive externalities across multiple sectors.",high,Defence R&D Commercialisation,Defence R&D with Commercial Applications,False,implemented,"Text uses past tense ('has managed') and cites 1989 data, indicating ongoing implementation as of survey date.",high,False,2,Describes an established policy approach to defence R&D commercialisation rather than a new reform; significant in scope but not a structural change.,high,"The federal government has managed defence-related R&D (0.8% of GNP, reaching 66% of total R&D by 1989) with explicit focus on exploiting commercial applications, generating significant advances in civil aviation, medical technology, lasers, integrated circuits, and weather satellites.","Defence R&D activities have been managed so as to exploit commercial applications. Significant advances in civil aviation and medical technology have had their origin in defence-sponsored R&D, as have civilian use of lasers, integrated circuits and weather satellites.",90.0,90.0
